actor;law;link.law;date;link.statement;V10b;V4;PH;in.gesamt;;
Global Reporting Initiative (GRI);Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungsnahme_GRI_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=4;18/9982;NA;1;1;;
Global Reporting Initiative (GRI);Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_GRI_Annex_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=3;18/9982;NA;1;1;;
GUT Certifizierungsgesellschaft für Managementsysteme mbH (GUTcert);Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;14. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04142016_Stellungnahme_GUTcert_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=3;18/9982;NA;1;1;;
Handelverband Deutschland (HDE);Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_HDE_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=4;18/9982;NA;1;1;;
Institut der Wirtschaftsprüfer (IDW);Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;21. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04212016_Stellungnahme_IDW_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=5;18/9982;629;1;1;;
International Association for Sustainable Aviation e.V. (IASA);Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;11. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04112016_Stellungnahme_IASA_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=3;18/9982;NA;1;1;;
International Integrated Reporting Council (IIRC);Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_IIRC_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=3;18/9982;NA;1;1;;
Mittelstandsverbund (ZGV);Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_ZGV_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=6;18/9982;NA;1;1;;
Netzwerk für Unternehmensverantwortung (CorA);Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;25. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04252016_Stellungnahme_CorA_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=4;18/9982;2063;1;1;;
Oxford Committee for Famine Relief (Oxfam);Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_Oxfam_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=3;18/9982;NA;1;1;;
Oxford Committee for Famine Relief (Oxfam), Berichtspflichten Gutachten;Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Oxfam_ANLAGE_20150622Berichtspflichten_Gutachten_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=5;18/9982;NA;1;1;;
Rates für nachhaltige Entwicklung (RNE);Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;14. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04142016_Stellungnahme_Rat_f%C3%BCr_NACHHALTIGE_Entwicklung_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=3;18/9982;NA;1;1;;
Schmalenbach-Gesellschaft für Betriebswirtschaft e.V.;Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_SGB_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=4;18/9982;3975;1;1;;
Siemens AG;Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_SiemensAG_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=4;18/9982;1089;1;1;;
Stellungnahme des Deutschen Fondsverband (BVI);Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_BVI_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=4;18/9982;NA;1;1;;
Sustainability Intelligence Ltd.;Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;14. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04142016_Stellungnahme_SI_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=5;18/9982;NA;1;1;;
The Linde Group;Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_The_Linde_Group_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=4;18/9982;NA;1;1;;
UPJ e.V.-Unternehmensnetzwerk;Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_UPJ_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=5;18/9982;NA;1;1;;
Verband der Automobilindustrie (VdA);Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;14. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04142016_Stellungnahme_VDA_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=4;18/9982;1928;1;1;;
Verband der Chemischen Industrie e.V. (VCI);Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_VCI_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=5;18/9982;564;1;1;;
Verband der Dienstleistungsinstitute e.V. (V/F/I);Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;04. Mai 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/05042016_Stellungnahme_VFI_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=5;18/9982;NA;1;1;;
Verband der Wirtschaft für Emissionshandel und Klimaschutz e.V. (co2nzept plus);Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_co2ncept_plus_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=4;18/9982;NA;1;1;;
Verband Deutscher Maschinen- und Anlagenbauer (VDMA);Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;13. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04132016_Stellungnahme_VDMA_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=4;18/9982;NA;1;1;;
Verband für Nachhaltigkeits- und Umweltmanagement e.V. (VNU);Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;21. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04212016_Stellungnahme_VNU_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=4;18/9982;NA;1;1;;
Verband Kommunaler Unternehmen e.V. (VKU);Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_VKU_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=5;18/9982;NA;1;1;;
Verbraucherzentrale Bundesverband (vzbv);Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_vzbv_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=4;18/9982;154;1;1;;
Verein für Umweltmanagement und Nachhaltigkeit in Finanzinstituten e.V. (VfU);Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_VfU_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=5;18/9982;NA;1;1;;
Vereinigung zur Mitwirkung an der Entwicklung des Bilanzrechts für Familiengesellschaften (VMEBF);Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;04. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04042016_Stellungnahme_VMEBF_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=5;18/9982;5874;1;1;;
Wirtschaftsprüferkammer (WPK);Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;14. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04142016_Stellungnahme_WPK_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=3;18/9982;820;1;1;;
Wohnungswirtschaft Deutschland (GdW);Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;11. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04112016_Stellunganhme_GdW_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=4;18/9982;NA;1;1;;
World Wide Fund for Nature (WWF);Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_WWF_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=4;18/9982;NA;1;1;;
Arbeitskreis der Opferhilfen in Deutschland e. V. (ado);Gesetz zur Stärkung der Opferrechte im Strafverfahren (3. Opferrechtsreformgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Opferrechte_Strafverfahren.html;25. Nov 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/11252014_Stellungnahme_ado_RefE_Staerkung_Opferrechte_Strafverfahren.pdf?__blob=publicationFile&v=3;18/4621;NA;1;1;;
Bundesarbeitsgemeinschaft Feministischer Organisationen gegen Sexuelle Gewalt an Mädchen und Frauen e. V. (BAG FORSA e. V.);Gesetz zur Stärkung der Opferrechte im Strafverfahren (3. Opferrechtsreformgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Opferrechte_Strafverfahren.html;09. Dez 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/12092014_Stellungnahme_BAG_FORSA_RefE_Staerkung_Opferrechte_Strafverfahren.pdf?__blob=publicationFile&v=1;18/4621;NA;1;1;;
Bundesarbeitsgemeinschaft Täter-Opfer-Ausgleich e. V. (BAG TOA);Gesetz zur Stärkung der Opferrechte im Strafverfahren (3. Opferrechtsreformgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Opferrechte_Strafverfahren.html;10. Dez 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/12102014_Stellungnahme_BAG_TOA_RefE_Staerkung_Opferrechte_Strafverfahren.pdf?__blob=publicationFile&v=1;18/4621;NA;1;1;;
Bundesverband ANUAS - Hilfsorganisation für Angehörige von Mord-/ Tötungs-/ Suizid- und Vermisstenfällen;Gesetz zur Stärkung der Opferrechte im Strafverfahren (3. Opferrechtsreformgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Opferrechte_Strafverfahren.html;02. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06022015_Stellungnahme_ANUAS_RefE_Staerkung_Opferrechte_Strafverfahren.pdf?__blob=publicationFile&v=2;18/4621;NA;1;1;;
Bundesverband Frauenberatungsstellen und Frauennotrufe (bff);Gesetz zur Stärkung der Opferrechte im Strafverfahren (3. Opferrechtsreformgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Opferrechte_Strafverfahren.html;10. Dez 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/12102014_Stellungnahme_bff_RefE_Staerkung_Opferrechte_Strafverfahren.pdf?__blob=publicationFile&v=1;18/4621;NA;1;1;;
Bundesverband Psychosoziale Prozessbegleitung e. V. (BPP);Gesetz zur Stärkung der Opferrechte im Strafverfahren (3. Opferrechtsreformgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Opferrechte_Strafverfahren.html;09. Dez 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/12092014_Stellungnahme_bpp_RefE_Staerkung_Opferrechte_Strafverfahren.pdf?__blob=publicationFile&v=1;18/4621;NA;1;1;;
Bundesweiter Koordinierungskreis gegen Menschenhandel e. V. (KOK);Gesetz zur Stärkung der Opferrechte im Strafverfahren (3. Opferrechtsreformgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Opferrechte_Strafverfahren.html;09. Dez 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/12092014_Stellungnahme_KOK_RefE_Staerkung_Opferrechte_Strafverfahren.pdf?__blob=publicationFile&v=1;18/4621;NA;1;1;;
Deutscher Juristinnenbund e. V. (djb);Gesetz zur Stärkung der Opferrechte im Strafverfahren (3. Opferrechtsreformgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Opferrechte_Strafverfahren.html;12. Dez 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/12122014_Stellungnahme_djb_RefE_Staerkung_Opferrechte_Strafverfahren.pdf?__blob=publicationFile&v=2;18/4621;256;1;1;;
Deutscher Richterbund e. V. (DRB);Gesetz zur Stärkung der Opferrechte im Strafverfahren (3. Opferrechtsreformgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Opferrechte_Strafverfahren.html;15. Dez 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/12152014_Stellungnahme_DRB_RefE_Staerkung_Opferrechte_Strafverfahren.pdf?__blob=publicationFile&v=3;18/4621;131;1;1;;
Diakonie Deutschland - Evangelischer Bundesverband;Gesetz zur Stärkung der Opferrechte im Strafverfahren (3. Opferrechtsreformgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Opferrechte_Strafverfahren.html;09. Dez 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/12092014_Stellungnahme_Diakonie_Deutschland_RefE_Staerkung_Opferrechte_Strafverfahren.pdf?__blob=publicationFile&v=1;18/4621;NA;1;1;;
Fachverband für Soziale Arbeit, Strafrecht und Kriminalpolitik e. V. (DBH);Gesetz zur Stärkung der Opferrechte im Strafverfahren (3. Opferrechtsreformgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Opferrechte_Strafverfahren.html;03. Dez 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/12032014_Stellungnahme_DBH_RefE_Staerkung_Opferrechte_Strafverfahren.pdf?__blob=publicationFile&v=1;18/4621;2357;1;1;;
Kinder- und jugendpsychiatrischen Fachgesellschaft und der Fachverbände (DGKJP, BAG KJPP, BKJPP);Gesetz zur Stärkung der Opferrechte im Strafverfahren (3. Opferrechtsreformgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Opferrechte_Strafverfahren.html;19. Dez 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/12192014_Stellungnahme_kjpp_RefE_Staerkung_Opferrechte_Strafverfahren.pdf?__blob=publicationFile&v=1;18/4621;NA;1;1;;
Nebenklage e. V.;Gesetz zur Stärkung der Opferrechte im Strafverfahren (3. Opferrechtsreformgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Opferrechte_Strafverfahren.html;09. Dez 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/12092014_Stellungnahme_Nebenklage_RefE_Staerkung_Opferrechte_Strafverfahren.pdf?__blob=publicationFile&v=2;18/4621;NA;1;1;;
Neue Richtervereinigung e. V. (NRV) - Fachgruppe Strafrecht;Gesetz zur Stärkung der Opferrechte im Strafverfahren (3. Opferrechtsreformgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Opferrechte_Strafverfahren.html;19. Nov 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/11192014_Stellungnahme_NRV_RefE_Staerkung_Opferrechte_Strafverfahren.pdf?__blob=publicationFile&v=1;18/4621;3356;1;1;;
Paritätischer Gesamtverband;Gesetz zur Stärkung der Opferrechte im Strafverfahren (3. Opferrechtsreformgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Opferrechte_Strafverfahren.html;08. Dez 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/12082014_Stellungnahme_Paritaetischer_Gesamtverband_RefE_Staerkung_Opferrechte_Strafverfahren.pdf?__blob=publicationFile&v=1;18/4621;149;1;1;;
Recht Würde Helfen e. V. - Institut für Opferschutz im Strafverfahren e. V.;Gesetz zur Stärkung der Opferrechte im Strafverfahren (3. Opferrechtsreformgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Opferrechte_Strafverfahren.html;10. Dez 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/12102014_Stellungnahme_Opferschutz_im_Strafverfahren_RefE_Staerkung_Opferrechte_Strafverfahren.pdf?__blob=publicationFile&v=1;18/4621;NA;1;1;;
Stellungnahme Anwaltverein e. V. (DAV) - Ausschuss Strafrecht;Gesetz zur Stärkung der Opferrechte im Strafverfahren (3. Opferrechtsreformgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Opferrechte_Strafverfahren.html;16. Dez 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/12162014_Stellungnahme_DAV_RefE_Staerkung_Opferrechte_Strafverfahren.pdf?__blob=publicationFile&v=1;18/4621;NA;1;1;;
TERRE DES FEMMES - Menschenrechte für die Frau e. V.;Gesetz zur Stärkung der Opferrechte im Strafverfahren (3. Opferrechtsreformgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Opferrechte_Strafverfahren.html;10. Dez 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/12102014_Stellungnahme_Terre_des_Femmes_RefE_Staerkung_Opferrechte_Strafverfahren.pdf?__blob=publicationFile&v=1;18/4621;NA;1;1;;
