actor;law;link.law;date;link.statement;V10b;V4;PH;in.gesamt;;
Verein Opferhilfe Sachsen e. V.;Gesetz zur Stärkung der Opferrechte im Strafverfahren (3. Opferrechtsreformgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Opferrechte_Strafverfahren.html;09. Dez 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/12092014_Stellungnahme_Opferhilfe_Sachsen_RefE_Staerkung_Opferrechte_Strafverfahren.pdf?__blob=publicationFile&v=1;18/4621;NA;1;1;;
Weisser Ring e. V. - Gemeinnütziger Verein zur Unterstützung von Kriminalitätsopfern und zur Verhütung von Straftaten e. V.;Gesetz zur Stärkung der Opferrechte im Strafverfahren (3. Opferrechtsreformgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Opferrechte_Strafverfahren.html;10. Dez 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/12102014_Stellungnahme_Weisser_Ring_RefE_Staerkung_Opferrechte_Strafverfahren.pdf?__blob=publicationFile&v=2;18/4621;4086;1;1;;
AKTION PSYCHISCH KRANKE - Vereinigung zur Reform der Versorgung psychisch Kranker e.V.;Gesetz zur Stärkung der Rechte von Betroffenen bei Fixierungen im Rahmen von Freiheitsentziehungen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Fixierungen_Freiheitsenziehung.html;01. Mrz 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/03012019_Stellungnahme_Aktion_Psychisch_Kranke_Fixierungen.pdf?__blob=publicationFile&v=2;19/8939;NA;0;0;;
Amtsrichterverband;Gesetz zur Stärkung der Rechte von Betroffenen bei Fixierungen im Rahmen von Freiheitsentziehungen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Fixierungen_Freiheitsenziehung.html;01. Mrz 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/03012019_Stellungnahme_ARV_Fixierungen.pdf?__blob=publicationFile&v=2;19/8939;NA;0;0;;
BAG Landesjugendämter;Gesetz zur Stärkung der Rechte von Betroffenen bei Fixierungen im Rahmen von Freiheitsentziehungen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Fixierungen_Freiheitsenziehung.html;01. Mrz 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/03012019_Stellungnahme_BAG_Fixierungen.pdf?__blob=publicationFile&v=2;19/8939;NA;0;0;;
BGT Betreungsgerichtstag e.V.;Gesetz zur Stärkung der Rechte von Betroffenen bei Fixierungen im Rahmen von Freiheitsentziehungen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Fixierungen_Freiheitsenziehung.html;03. Mrz 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/03032019_Stellungnahme_BGT_Fixierungen.pdf?__blob=publicationFile&v=2;19/8939;NA;0;0;;
Bund der Strafvollzugsbediensteten Deutschland e. V.;Gesetz zur Stärkung der Rechte von Betroffenen bei Fixierungen im Rahmen von Freiheitsentziehungen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Fixierungen_Freiheitsenziehung.html;01. Mrz 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/03012019_Stellungnahme_BSBD_Fixierungen.pdf?__blob=publicationFile&v=2;19/8939;2791;0;0;;
Bundesarbeitsgemeinschaft Psychiatrie-Erfahrener;Gesetz zur Stärkung der Rechte von Betroffenen bei Fixierungen im Rahmen von Freiheitsentziehungen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Fixierungen_Freiheitsenziehung.html;01. Mrz 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/03012019_Stellungnahme_BAG_Psychatrie-Erfahrender_Fixierungen.pdf?__blob=publicationFile&v=2;19/8939;4540;0;0;;
Bundesarbeitsgemeinschaft Selbsthilfe von Menschen mit Behinderung, chronischer Erkrankung und ihren Angehörigen e. V.;Gesetz zur Stärkung der Rechte von Betroffenen bei Fixierungen im Rahmen von Freiheitsentziehungen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Fixierungen_Freiheitsenziehung.html;01. Mrz 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/03012019_Stellungnahme_BAG-Selbsthilfe_Fixierungen.pdf?__blob=publicationFile&v=2;19/8939;NA;0;0;;
DBH - Fachverband für Soziale Arbeit, Strafrecht und Kriminalpolitik;Gesetz zur Stärkung der Rechte von Betroffenen bei Fixierungen im Rahmen von Freiheitsentziehungen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Fixierungen_Freiheitsenziehung.html;01. Mrz 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/03012019_Stellungnahme_DBH_Fixierungen.pdf?__blob=publicationFile&v=2;19/8939;2357;0;0;;
Deutscher Familiengerichtstag e.V.;Gesetz zur Stärkung der Rechte von Betroffenen bei Fixierungen im Rahmen von Freiheitsentziehungen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Fixierungen_Freiheitsenziehung.html;04. Mrz 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/03042019_Stellungnahme_DFGT_Fixierungen.pdf?__blob=publicationFile&v=2;19/8939;1374;0;0;;
Deutscher Landkreistag;Gesetz zur Stärkung der Rechte von Betroffenen bei Fixierungen im Rahmen von Freiheitsentziehungen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Fixierungen_Freiheitsenziehung.html;01. Mrz 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/03012019_Stellungnahme_DLKT_Fixierungen.pdf?__blob=publicationFile&v=2;19/8939;147;0;0;;
Deutscher Richterbund;Gesetz zur Stärkung der Rechte von Betroffenen bei Fixierungen im Rahmen von Freiheitsentziehungen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Fixierungen_Freiheitsenziehung.html;01. Mrz 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/03012019_Stellungnahme_DRB_Fixierungen.pdf?__blob=publicationFile&v=2;19/8939;131;0;0;;
Diakonie Deutschland;Gesetz zur Stärkung der Rechte von Betroffenen bei Fixierungen im Rahmen von Freiheitsentziehungen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Fixierungen_Freiheitsenziehung.html;05. Mrz 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/03052019_Stellungnahme_DiakonieDeutschland_Fixierungen.pdf?__blob=publicationFile&v=2;19/8939;6111;0;0;;
Landesverband Psychiatrie-Erfahrender NRW;Gesetz zur Stärkung der Rechte von Betroffenen bei Fixierungen im Rahmen von Freiheitsentziehungen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Fixierungen_Freiheitsenziehung.html;01. Mrz 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/03012019_Stellungnahme_LPE_Fixierungen.pdf?__blob=publicationFile&v=2;19/8939;NA;0;0;;
Marburger Bund Bundesverband;Gesetz zur Stärkung der Rechte von Betroffenen bei Fixierungen im Rahmen von Freiheitsentziehungen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Fixierungen_Freiheitsenziehung.html;11. Mrz 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/03112019_Stellungnahme_MarburgerBund_Fixierungen.pdf?__blob=publicationFile&v=2;19/8939;NA;0;0;;
Neue Richtervereinigung e.V.;Gesetz zur Stärkung der Rechte von Betroffenen bei Fixierungen im Rahmen von Freiheitsentziehungen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Fixierungen_Freiheitsenziehung.html;01. Mrz 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/03012019_Stellungnahme_NRV_Fixierungen.pdf?__blob=publicationFile&v=1;19/8939;3356;0;0;;
Bundesrechtsanwaltskammer (BRAK);Gesetz zur Stärkung der Verfahrensrechte von Beschuldigten im Jugendstrafverfahren;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Verfahrensrechte_Beschuldigter_Jugendstrafverfahren.html;01. Dez 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/12012018_Stellungnahme_BRAK_Staerkung_Verfahrensrechte_Jugendstrafverfahren.pdf?__blob=publicationFile&v=2;368/19;405;0;0;;
Deutsches Institut für Jugendhilfe und Familienrecht (DIJuF) e.V.;Gesetz zur Stärkung der Verfahrensrechte von Beschuldigten im Jugendstrafverfahren;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Verfahrensrechte_Beschuldigter_Jugendstrafverfahren.html;10. Jan 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/01112019_Stellungnahme_DIJuF_Staerkung_Verfahrensrechte_Jugendstrafverfahren.pdf?__blob=publicationFile&v=2;368/19;395;0;0;;
Bauverbände Westfalen;Gesetz zur Stärkung des fairen Wettbewerbs;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_fairen_Wettbewerbs.html;16. Okt 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/10162018_Stellungnahme_Bauverbaende_Staerkung-fairer-Wettbewerb.pdf?__blob=publicationFile&v=1;19/12084;NA;0;0;;
Bundesverband Autoglaser e. V.;Gesetz zur Stärkung des fairen Wettbewerbs;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_fairen_Wettbewerbs.html;22. Okt 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/10222018_Stellungnahme_BVA_Staerkung-fairer-Wettbewerb.pdf?__blob=publicationFile&v=1;19/12084;NA;0;0;;
Deutsche Vereinigung für gewerblichen Rechtsschutz und Urheberrecht e.V. (GRUR);Gesetz zur Stärkung des fairen Wettbewerbs;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_fairen_Wettbewerbs.html;08. Jan 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/10102018_Stellungnahme_Grur_Staerkung-fairer-Wettbewerb.pdf?__blob=publicationFile&v=2;19/12084;NA;0;0;;
e.Liebling GmbH;Gesetz zur Stärkung des fairen Wettbewerbs;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_fairen_Wettbewerbs.html;15. Okt 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/10152018_Stellungnahme_Liebling_Staerkung-fairer-Wettbewerb.pdf?__blob=publicationFile&v=2;19/12084;NA;0;0;;
European Association of Automotive Suppliers (CLEPA);Gesetz zur Stärkung des fairen Wettbewerbs;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_fairen_Wettbewerbs.html;25. Okt 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/10252018_Stellungnahme_CLEPA_Staerkung-fairer-Wettbewerb.pdf?__blob=publicationFile&v=1;19/12084;NA;0;0;;
Kreishandwerkerschaft Flensburg;Gesetz zur Stärkung des fairen Wettbewerbs;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_fairen_Wettbewerbs.html;16. Okt 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/10162018_Stellungnahme_KH_Flensburg_Staerkung-fairer-Wettbewerb.pdf?__blob=publicationFile&v=1;19/12084;NA;0;0;;
Max-Planck-Institut für Innovation und Wettbewerb;Gesetz zur Stärkung des fairen Wettbewerbs;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_fairen_Wettbewerbs.html;16. Okt 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/10162018_Stellungnahme_MPI_Staerkung-fairer-Wettbewerb.pdf?__blob=publicationFile&v=1;19/12084;NA;0;0;;
Rechtsanwälte Burchert & Partner;Gesetz zur Stärkung des fairen Wettbewerbs;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_fairen_Wettbewerbs.html;02. Okt 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/10022018_Stellungnahme_burchert_Staerkung-fairer-Wettbewerb.pdf?__blob=publicationFile&v=1;19/12084;NA;0;0;;
Verein Freier Ersatzteilemarkt e.V.;Gesetz zur Stärkung des fairen Wettbewerbs;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_fairen_Wettbewerbs.html;22. Okt 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/10222018_Stellungnahme_VREI_Staerkung-fairer-Wettbewerb.pdf?__blob=publicationFile&v=1;19/12084;NA;0;0;;
Wettbewerbszentrale;Gesetz zur Stärkung des fairen Wettbewerbs;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_fairen_Wettbewerbs.html;06. Nov 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/11062018_Stellungnahme_WBZ_Staerkung-fairer-Wettbewerb.pdf?__blob=publicationFile&v=1;19/12084;NA;0;0;;
Bund Deutscher Rechtspfleger (BDR);Gesetz zur Stärkung des Rechts auf Vertretung durch einen Verteidiger in der Berufungsverhandlung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Vertretungsrecht_Verteidiger_in_Berufungshauptverhandlung.html;01. Apr 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/04012014_Stellungnahme_BDR_RefE_Staerkung_Vertretungsrecht_Verteidiger_in_Berufungshauptverhandlung.pdf?__blob=publicationFile&v=1;18/3562;2690;0;0;;
Bundesrechtsanwaltskammer (BRAK);Gesetz zur Stärkung des Rechts auf Vertretung durch einen Verteidiger in der Berufungsverhandlung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Vertretungsrecht_Verteidiger_in_Berufungshauptverhandlung.html;01. Mrz 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/03012014_Stellungnahme_BRAK_RefE_Staerkung_Vertretungsrecht_Verteidiger_in_Berufungshauptverhandlung.pdf?__blob=publicationFile&v=1;18/3562;405;0;0;;
Deutsche Justiz-Gewerkschaft (DJG);Gesetz zur Stärkung des Rechts auf Vertretung durch einen Verteidiger in der Berufungsverhandlung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Vertretungsrecht_Verteidiger_in_Berufungshauptverhandlung.html;04. Apr 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/04042014_Stellungnahme_DJG_RefE_Staerkung_Vertretungsrecht_Verteidiger_in_Berufungshauptverhandlung.pdf?__blob=publicationFile&v=1;18/3562;3027;0;0;;
Deutsche Strafverteidiger e. V.;Gesetz zur Stärkung des Rechts auf Vertretung durch einen Verteidiger in der Berufungsverhandlung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Vertretungsrecht_Verteidiger_in_Berufungshauptverhandlung.html;07. Apr 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/04072014_Stellungnahme_StV_RefE_Staerkung_Vertretungsrecht_Verteidiger_in_Berufungshauptverhandlung.pdf?__blob=publicationFile&v=1;18/3562;NA;0;0;;
Deutscher Richterbund (DRB);Gesetz zur Stärkung des Rechts auf Vertretung durch einen Verteidiger in der Berufungsverhandlung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Vertretungsrecht_Verteidiger_in_Berufungshauptverhandlung.html;01. Apr 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/04012014_Stellungnahme_DRB_RefE_Staerkung_Vertretungsrecht_Verteidiger_in_Berufungshauptverhandlung.pdf?__blob=publicationFile&v=1;18/3562;131;0;0;;
Neue Richtervereinigung (NRV);Gesetz zur Stärkung des Rechts auf Vertretung durch einen Verteidiger in der Berufungsverhandlung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Vertretungsrecht_Verteidiger_in_Berufungshauptverhandlung.html;09. Apr 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/04092014_Stellungnahme_NRV_RefE_Staerkung_Vertretungsrecht_Verteidiger_in_Berufungshauptverhandlung.pdf?__blob=publicationFile&v=1;18/3562;3356;0;0;;
Republikanischer Anwältinnen- und Anwälteverein e. V. (RAV);Gesetz zur Stärkung des Rechts auf Vertretung durch einen Verteidiger in der Berufungsverhandlung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Vertretungsrecht_Verteidiger_in_Berufungshauptverhandlung.html;10. Apr 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/04102014_Stellungnahme_RAV_RefE_Staerkung_Vertretungsrecht_Verteidiger_in_Berufungshauptverhandlung.pdf?__blob=publicationFile&v=1;18/3562;3369;0;0;;
Bund Deutscher Rechtspfleger;Gesetz zur Stärkung des Rechts des Angeklagten auf Anwesenheit in der Verhandlung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Gesetz_zur_Staerkung_Recht_des_Angeklagten_auf_Anwesenheit_Verhandlung.html;20. Mai 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/05202018_Anwesenheit_Verhandlung_BDR.pdf?__blob=publicationFile&v=1;19/4467;2690;0;0;;
Bund Deutscher Rechtspfleger;Gesetz zur Stärkung des Rechts des Angeklagten auf Anwesenheit in der Verhandlung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Gesetz_zur_Staerkung_Recht_des_Angeklagten_auf_Anwesenheit_Verhandlung.html;20. Mai 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/05202018_Anwesenheit_Verhandlung_BDR.pdf?__blob=publicationFile&v=1;19/4467;2690;0;0;;
Bundesrechtsanwaltskammer (BRAK);Gesetz zur Stärkung des Rechts des Angeklagten auf Anwesenheit in der Verhandlung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Gesetz_zur_Staerkung_Recht_des_Angeklagten_auf_Anwesenheit_Verhandlung.html;11. Jul 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/07012018_Anwesenheit_Verhandlung_Strafverteidiger_BRAK.pdf?__blob=publicationFile&v=2;19/4467;405;0;0;;
Gesetzgebungsausschusses des Deutsche Strafverteidiger e.V.;Gesetz zur Stärkung des Rechts des Angeklagten auf Anwesenheit in der Verhandlung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Gesetz_zur_Staerkung_Recht_des_Angeklagten_auf_Anwesenheit_Verhandlung.html;18. Mai 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/05182018_Anwesenheit_Verhandlung_Strafverteidiger.pdf?__blob=publicationFile&v=1;19/4467;NA;0;0;;
Organisationsbüro Strafverteidigervereinigungen;Gesetz zur Stärkung des Rechts des Angeklagten auf Anwesenheit in der Verhandlung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Gesetz_zur_Staerkung_Recht_des_Angeklagten_auf_Anwesenheit_Verhandlung.html;29. Mai 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/05182018_Anwesenheit_Verhandlung_straf_vv.pdf?__blob=publicationFile&v=3;19/4467;NA;0;0;;
Republikanischer Anwältinnen- und Anwälteverein e.V.;Gesetz zur Stärkung des Rechts des Angeklagten auf Anwesenheit in der Verhandlung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Gesetz_zur_Staerkung_Recht_des_Angeklagten_auf_Anwesenheit_Verhandlung.html;22. Mai 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/05182018_Anwesenheit_Verhandlung_RAV.pdf?__blob=publicationFile&v=2;19/4467;3369;0;0;;
Republikanischer Anwältinnen- und Anwälteverein e.V.;Gesetz zur Stärkung des Rechts des Angeklagten auf Anwesenheit in der Verhandlung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Gesetz_zur_Staerkung_Recht_des_Angeklagten_auf_Anwesenheit_Verhandlung.html;22. Mai 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/05182018_Anwesenheit_Verhandlung_RAV.pdf?__blob=publicationFile&v=2;19/4467;3369;0;0;;
Bundesarbeitsgemeinschaft (BAG) Schwulenberatung;Gesetz zur strafrechtlichen Rehabilitierung der nach dem 8. Mai 1945 wegen einvernehmlicher homosexueller Handlungen verurteilten Personen und zur Änderung des Einkommensteuergesetzes;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Rehabilitierung_175.html;04. Jan 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/01042017_Stellungnahme_bag_RefE_Rehabilitierung_175.pdf?__blob=publicationFile&v=2;18/12038;178;0;0;;
Bundesinteressenvertretung schwuler Senioren e.V. (BISS);Gesetz zur strafrechtlichen Rehabilitierung der nach dem 8. Mai 1945 wegen einvernehmlicher homosexueller Handlungen verurteilten Personen und zur Änderung des Einkommensteuergesetzes;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Rehabilitierung_175.html;21. Dez 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/12212016_Stellungnahme_BISS_RefE_Rehabilitierung_175.pdf?__blob=publicationFile&v=3;18/12038;NA;0;0;;
Deutsche AIDS-Hilfe e.V.;Gesetz zur strafrechtlichen Rehabilitierung der nach dem 8. Mai 1945 wegen einvernehmlicher homosexueller Handlungen verurteilten Personen und zur Änderung des Einkommensteuergesetzes;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Rehabilitierung_175.html;18. Jan 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/01182017_Stellungnahme_DeutscheAIDS-Hilfe_RefE_Rehabilitierung_175.pdf?__blob=publicationFile&v=2;18/12038;734;0;0;;
Fachverband Homosexualität und Geschichte e.V.;Gesetz zur strafrechtlichen Rehabilitierung der nach dem 8. Mai 1945 wegen einvernehmlicher homosexueller Handlungen verurteilten Personen und zur Änderung des Einkommensteuergesetzes;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Rehabilitierung_175.html;04. Jan 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/01042017_Stellungnahme_fhg_RefE_Rehabilitierung_175.pdf?__blob=publicationFile&v=2;18/12038;NA;0;0;;
Lesben- und Schwulenverband (LSVD);Gesetz zur strafrechtlichen Rehabilitierung der nach dem 8. Mai 1945 wegen einvernehmlicher homosexueller Handlungen verurteilten Personen und zur Änderung des Einkommensteuergesetzes;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Rehabilitierung_175.html;05. Jan 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/01052017_Stellungnahme_LSVD_RefE_Rehabilitierung_175.pdf?__blob=publicationFile&v=2;18/12038;437;0;0;;
Völklinger Kreis e.V. Bundesverband schwuler Führungskräfte;Gesetz zur strafrechtlichen Rehabilitierung der nach dem 8. Mai 1945 wegen einvernehmlicher homosexueller Handlungen verurteilten Personen und zur Änderung des Einkommensteuergesetzes;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Rehabilitierung_175.html;06. Jan 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/01062017_Stellungnahme_VK_RefE_Rehabilitierung_175.pdf?__blob=publicationFile&v=2;18/12038;3538;0;0;;
